step,time,train_loss,val_loss,tokens_per_sec
0,0.47851991653442383,10.937019348144531,,17119.4460989936
10,6.433014869689941,6.618542671203613,,92252.79597907918
20,7.330830335617065,6.258501052856445,,92185.47334757086
30,8.223374843597412,6.2200164794921875,,91982.61624538878
40,9.121443510055542,6.173826694488525,,91807.62566999235
50,10.015589714050293,6.131269931793213,,91641.12031322512
60,10.909817457199097,6.0770344734191895,,92040.76603359138
70,11.804744720458984,5.886573791503906,,91903.88633360616
80,12.70064115524292,5.824861526489258,,91560.5337199015
90,13.597087621688843,5.776568412780762,,91268.44007873158
100,14.49445390701294,5.748668670654297,,91227.00288870008
110,20.60391879081726,5.647665977478027,,91429.94318314866
120,21.51443362236023,5.323633670806885,,91016.0401575575
130,22.417486667633057,5.4544572830200195,,91154.88055860646
140,23.31826376914978,5.366220474243164,,91116.68744298533
150,24.22418785095215,5.128320217132568,,91267.47035776802
160,25.12649917602539,5.2629241943359375,,91275.71364284784
170,26.030604600906372,5.26338529586792,,90773.66478478076
180,26.933231115341187,5.107605934143066,,90677.12356039733
190,27.835111379623413,5.046071529388428,,90832.69676293702
200,28.742915868759155,4.862124919891357,,91221.6745198613
210,34.88152313232422,5.171712398529053,,91080.94063258792
220,35.8154399394989,5.203099250793457,,90781.09954820471
230,36.720667123794556,5.133303642272949,,90965.4386097749
240,37.629065990448,4.883353233337402,,90461.78610205726
250,38.53545165061951,5.220224380493164,,90693.87776821679
260,39.449504375457764,4.786454677581787,,90082.55454676542
270,40.353827714920044,4.926970481872559,,90761.19630295875
280,41.25991225242615,4.870634078979492,,90880.74685710507
290,42.16550326347351,4.783125877380371,,90401.09441934746
300,43.07164525985718,5.000300884246826,,90600.85055755808
310,49.238701820373535,4.845983982086182,,90710.39869055005
320,50.15964460372925,4.872180461883545,,90457.9756003812
330,51.0742290019989,4.774242877960205,,90624.98580479082
340,51.987956523895264,4.7185258865356445,,90175.93986825184
350,52.90208983421326,4.884032726287842,,90247.46897522641
360,53.820626974105835,4.861794948577881,,90324.33509637123
370,54.72951149940491,4.625442028045654,,90293.24074789441
380,55.63892674446106,4.602585792541504,,90251.02470364816
390,56.54909348487854,4.694000244140625,,90229.22064573732
400,57.4587779045105,4.539665222167969,,90380.16873548343
410,63.64527487754822,4.676011562347412,,90285.88567554642
420,64.56322956085205,4.597257614135742,,90050.68237760772
430,65.47254824638367,4.52166223526001,,90384.92372201427
440,66.38397765159607,4.657464027404785,,90288.0208956871
450,67.29329204559326,4.667059421539307,,90598.4616285171
460,68.20307683944702,4.713160991668701,,90203.63801708001
470,69.11403632164001,4.294733047485352,,90176.88653267756
480,70.0268874168396,4.3480682373046875,,90484.17928433737
490,70.9392786026001,4.401182174682617,,89404.67990747222
500,71.85307264328003,4.468407154083252,,90109.95903060248
510,78.05911684036255,4.295966625213623,,89926.71379741734
520,78.97730946540833,4.231287002563477,,89744.44674060105
530,79.8884630203247,4.49472188949585,,90058.47126939902
540,80.80070638656616,4.367370128631592,,90093.65607874602
550,81.71269989013672,4.386688709259033,,90093.41984744834
560,82.62497520446777,4.387687683105469,,90004.4488311906
570,83.54085636138916,4.390578269958496,,89883.42890627043
580,84.45299029350281,4.343947410583496,,89817.87527349437
590,85.36534547805786,4.339408874511719,,89914.47688531368
600,86.27808666229248,4.4054670333862305,,89997.61218486844
610,92.51057863235474,4.183623313903809,,89786.89396128891
620,93.43083238601685,4.311602592468262,,89505.9897781089
630,94.34547066688538,4.338287830352783,,90092.94738856943
640,95.2652633190155,4.2268452644348145,,89947.90094137112
650,96.1947374343872,4.330056190490723,,89931.8919552745
660,97.11678767204285,4.219676494598389,,89920.35960043233
670,98.03509402275085,4.361127853393555,,89662.01226468761
680,98.94916653633118,4.358564376831055,,89428.18198096904
690,99.8636782169342,4.340011119842529,,89938.95404073983
700,100.77737665176392,4.231588363647461,,89982.7637384509
710,107.01688528060913,4.05275297164917,,89939.42488587344
720,107.9388689994812,4.099790573120117,,89819.51881884865
730,108.85350823402405,3.9515857696533203,,89725.46401944937
740,109.77525925636292,4.01336669921875,,89870.73363953087
750,110.6901330947876,4.097350120544434,,89714.21878843106
760,111.60444116592407,4.339077472686768,,89729.4473814784
770,112.51960158348083,4.079341411590576,,89884.36943908168
780,113.4338846206665,3.9688847064971924,,89773.99138831989
790,114.3580949306488,4.274600982666016,,89834.54830866089
800,115.27285313606262,4.1049885749816895,,89854.51712766709
810,121.50103521347046,4.012030124664307,,89689.62966984777
820,122.42506241798401,3.9652903079986572,,89407.93688313648
830,123.34037327766418,3.8079094886779785,,89751.94830081236
840,124.25560188293457,3.8161351680755615,,89713.75029830833
850,125.17037057876587,4.029030799865723,,89893.07030078827
860,126.09828925132751,4.13579797744751,,89643.06439687447
870,127.01326560974121,3.91055965423584,,89820.69281664258
880,127.92825317382812,4.074107646942139,,89745.61877672342
890,128.84307503700256,3.797163963317871,,89492.93471341727
900,129.75881552696228,3.915919303894043,,89675.81884093904
910,136.01109838485718,3.872673273086548,,89740.46204675629
920,136.93434715270996,3.813248634338379,,89717.96688556694
930,137.8512499332428,3.872286558151245,,89799.8002435799
940,138.76613521575928,3.888150215148926,,89904.36041561459
950,139.68238139152527,3.778595447540283,,89717.0298319229
960,140.59760212898254,3.8914928436279297,,89248.62364379242
970,141.5121943950653,3.888796091079712,,89896.83335731647
980,142.42698526382446,3.981421709060669,,90052.09843953936
990,143.3418071269989,3.7624292373657227,,89724.99541187377
